Year,CPU Designer,CPU Family,CPU Model,CPU,Processor Code Name,TDP,Transistors (mln),Die size mmˆ2,Processor Clock [MHz],Cores,FP32,GFLOPS(FP32)
2008,Intel,Celeron,E1200,Intel Celeron E1200,Conroe,65,105,77,1600,2,,
2009,Intel,Core i7,i7-720QM,Intel Core i7 i7-720QM,Clarksfield,45,774,296,1600,4,,
2008,Intel,Atom,N270,Intel Atom N270,Diamondville,,,,1600,1,,
2012,Intel,Atom,S1220,Intel Atom S1220,Centerton,8.1,,,1600,2,,
2012,Intel,Atom,S1240,Intel Atom S1240,Centerton,6.1,,,1600,2,,
,Intel,Atom,S1269,Intel Atom S1269,Briarwood,11.7,,,1600,2,,
,Intel,Atom,S1279,Intel Atom S1279,Briarwood,13.1,,,1600,2,,
,Intel,Core,T2050,Intel Core T2050,Yonah,31,151,90,1600,2,,
,Intel,Core Duo,T2050,Intel Core Duo T2050,Yonah,31,151,90,1600,2,,
2012,Intel,Atom,Z2460,Intel Atom Z2460,Penwell,,,,1600,1,,
,Intel,Itanium 2,9130M,Intel Itanium 2 9130M,Montvale,104,1720,596,1660,2,,
,Intel,Itanium 2,9140M,Intel Itanium 2 9140M,Montvale,104,1720,596,1660,2,,
,Intel,Itanium 2,9150M,Intel Itanium 2 9150M,Montvale,104,1720,596,1660,2,,
,Intel,Itanium 2,9152M,Intel Itanium 2 9152M,Montvale,104,1720,596,1660,2,,
2009,Intel,Atom,N280,Intel Atom N280,Diamondville,2.5,47,26,1660,1,,
2011,Intel,Atom,N570,Intel Atom N570,Pineview,8.5,176,87,1660,2,,
,Intel,Core,T1300,Intel Core T1300,Yonah,27,151,90,1660,1,,
,Intel,Core Solo,T1300,Intel Core Solo T1300,Yonah,27,151,90,1660,1,,
,Intel,Core,T2300,Intel Core T2300,Yonah,31,151,90,1660,2,,
,Intel,Core Duo,T2300,Intel Core Duo T2300,Yonah,31,151,90,1660,2,,
,Intel,Core,T2300E,Intel Core T2300E,Yonah,31,151,90,1660,2,,
,Intel,Core Duo,T2300E,Intel Core Duo T2300E,Yonah,31,151,90,1660,2,,
2009,Intel,Atom,N450,Intel Atom N450,Pineview,2.5,,,1666,1,,
2009,Intel,Atom,D510,Intel Atom D510,Pineview,13,,,1667,2,,
,Intel,Celeron M,390,Intel Celeron M 390,Dothan,21,144,87,1700,1,,
,Intel,Pentium M,735,Intel Pentium M 735,Dothan,21,144,87,1700,1,,
2013,Intel,Atom,C2350,Intel Atom C2350,Avoton,6,,,1700,2,,
2013,Intel,Atom,C2530,Intel Atom C2530,Avoton,9,,,1700,4,,
2013,Intel,Atom,C2730,Intel Atom C2730,Avoton,12,,,1700,8,,
,Intel,Celeron M,430,Intel Celeron M 430,Yonah,27,151,90,1730,1,,
,Intel,Pentium M,740,Intel Pentium M 740,Dothan,27,144,87,1730,1,,
2010,Intel,Itanium,9350,Intel Itanium 9350,Tukwila,185,,,1730,4,,
2012,Intel,Itanium,9520,Intel Itanium 9520,Poulson,130,,,1730,4,,
2010,Intel,Xeon,E6510,Intel Xeon E6510,Nehalem EX,105,,,1730,4,,
2011,Intel,Xeon,E7-2803,Intel Xeon E7-2803,Westmere EX,105,,,1730,6,,
2010,Intel,Core i7,i7-740QM,Intel Core i7 i7-740QM,Clarksfield,45,774,296,1730,4,,
2009,Intel,Core i7,i7-820QM,Intel Core i7 i7-820QM,Clarksfield,45,774,296,1730,4,,
,Intel,Core,T1250,Intel Core T1250,Yonah,31,151,90,1730,1,,
,Intel,Core Solo,T1250,Intel Core Solo T1250,Yonah,31,151,90,1730,1,,
,Intel,Core,T2250,Intel Core T2250,Yonah,31,151,90,1730,2,,
,Intel,Core Duo,T2250,Intel Core Duo T2250,Yonah,31,151,90,1730,2,,
,Intel,Pentium M,745A,Intel Pentium M 745A,Dothan,21,144,87,1800,1,,
2010,Intel,Atom,D525,Intel Atom D525,Pineview,13,,,1800,2,,
2012,Intel,Xeon,E5-2603,Intel Xeon E5-2603,Sandy Bridge EP,80,,,1800,4,,
2012,Intel,Xeon,E5-2650L,Intel Xeon E5-2650L,Sandy Bridge EP,70,,,1800,8,,
2012,Intel,Atom,Z2760,Intel Atom Z2760,Cloverview,,,,1800,2,,
,Intel,Core,L2500,Intel Core L2500,Yonah,15,151,90,1830,2,,
,Intel,Core Duo,L2500,Intel Core Duo L2500,Yonah,15,151,90,1830,2,,
2010,Intel,Atom,N470,Intel Atom N470,Pineview,6.5,123,66,1830,1,,
2010,Intel,Atom,N475,Intel Atom N475,Pineview,6.5,123,66,1830,1,,
,Intel,Core,T1400,Intel Core T1400,Yonah,27,151,90,1830,1,,
,Intel,Core Solo,T1400,Intel Core Solo T1400,Yonah,27,151,90,1830,1,,
,Intel,Core,T2400,Intel Core T2400,Yonah,31,151,90,1830,2,,
,Intel,Celeron,445,Intel Celeron 445,Conroe,65,105,77,1860,1,,
,Intel,Pentium M,750,Intel Pentium M 750,Dothan,27,144,87,1860,1,,
2011,Intel,Atom,D2500,Intel Atom D2500,Cedarview,10,,,1860,2,,
,Intel,Core 2 Duo,E6320,Intel Core 2 Duo E6320,Conroe,65,291,143,1860,2,,
2011,Intel,Xeon,E7-4807,Intel Xeon E7-4807,Westmere EX,95,,,1860,6,,
2010,Intel,Core i7,i7-840QM,Intel Core i7 i7-840QM,Clarksfield,45,774,296,1860,4,,
2008,Intel,Xeon,L5215,Intel Xeon L5215,Wolfdale,20,410,107,1860,2,,
,Intel,Core,T1350,Intel Core T1350,Yonah,31,151,90,1860,1,,
,Intel,Core Solo,T1350,Intel Core Solo T1350,Yonah,31,151,90,1860,1,,
,Intel,Core,T2350,Intel Core T2350,Yonah,31,151,90,1860,2,,
,Intel,Core Duo,T2350,Intel Core Duo T2350,Yonah,31,151,90,1860,2,,
,Intel,Core 2 Duo,E6305,Intel Core 2 Duo E6305,Conroe,65,,,1866,2,,
2010,Intel,Xeon,E7520,Intel Xeon E7520,Nehalem EX,95,,,1866,4,,
2010,Intel,Xeon,E7530,Intel Xeon E7530,Nehalem EX,105,,,1866,6,,
2010,Intel,Xeon,L7545,Intel Xeon L7545,Nehalem EX,95,,,1866,6,,
2010,Intel,Xeon,L7555,Intel Xeon L7555,Nehalem EX,95,,,1866,8,,
,Intel,Celeron,440,Intel Celeron 440,Conroe-L,,,,2000,1,,
,Intel,Celeron M,450,Intel Celeron M 450,Yonah,27,151,90,2000,1,,
,Intel,Pentium M,755,Intel Pentium M 755,Dothan,21,144,87,2000,1,,
,Intel,Pentium M,760,Intel Pentium M 760,Dothan,,,,2000,1,,
2012,Intel,Atom,D2560,Intel Atom D2560,Cedarview,10,,,2000,2,,
2008,Intel,Celeron,E1400,Intel Celeron E1400,Conroe,65,105,77,2000,2,,
,Intel,Core 2 Duo,E4400,Intel Core 2 Duo E4400,Conroe,65,167,111,2000,2,,
,Intel,Xeon,E5-2620,Intel Xeon E5-2620,Sandy Bridge-EP,95,,,2000,8,,
2012,Intel,Xeon,E5-2630L,Intel Xeon E5-2630L,Sandy Bridge EP,60,,,2000,6,,
2013,Intel,Xeon,E5-2640 v2,Intel Xeon E5-2640 v2,,95,1400,160,2000,8,,
2012,Intel,Xeon,E5-2650,Intel Xeon E5-2650,Sandy Bridge EP,95,,,2000,8,,
2012,Intel,Xeon,E5-4603,Intel Xeon E5-4603,Sandy Bridge EP,95,,,2000,4,,
2009,Intel,Xeon,E5504,Intel Xeon E5504,Nehalem-EP,80,,263,2000,4,,
2010,Intel,Xeon,E6540,Intel Xeon E6540,Nehalem EX,105,,,2000,6,,
2011,Intel,Xeon,E7-2820,Intel Xeon E7-2820,Westmere EX,105,,,2000,8,,
2011,Intel,Xeon,E7-2850,Intel Xeon E7-2850,Westmere EX,130,,,2000,10,,
2011,Intel,Xeon,E7-4820,Intel Xeon E7-4820,Westmere EX,105,,,2000,8,,
2011,Intel,Xeon,E7-4850,Intel Xeon E7-4850,Westmere EX,130,,,2000,10,,
2011,Intel,Xeon,E7-8850,Intel Xeon E7-8850,Westmere EX,130,,,2000,10,,
2010,Intel,Xeon,E7540,Intel Xeon E7540,Nehalem EX,105,,,2000,6,,
2009,Intel,Core i7 Extreme,i7-920XM,Intel Core i7 Extreme i7-920XM,Clarksfield,55,774,296,2000,4,,
2012,Intel,Atom,S1260,Intel Atom S1260,Centerton,8.5,,,2000,2,,
,Intel,Atom,S1289,Intel Atom S1289,Briarwood,14.1,,,2000,2,,
,Intel,Core,T2450,Intel Core T2450,Yonah,31,151,90,2000,2,,
,Intel,Core Duo,T2450,Intel Core Duo T2450,Yonah,31,151,90,2000,2,,
,Intel,Core Duo,T2500,Intel Core Duo T2500,Yonah,,,,2000,2,,
2010,Intel,Xeon,X6550,Intel Xeon X6550,Nehalem EX,130,,,2000,8,,
2010,Intel,Xeon,X7550,Intel Xeon X7550,Nehalem EX,130,,,2000,8,,
2012,Intel,Atom,Z2480,Intel Atom Z2480,Penwell,,,,2000,1,,
,Intel,Pentium M,765,Intel Pentium M 765,Dothan,21,144,87,2100,1,,
,Intel,Celeron D,310,Intel Celeron D 310,Prescott,73,125,112,2130,1,,
,Intel,Pentium M,770,Intel Pentium M 770,Dothan,27,144,87,2130,1,,
2012,Intel,Itanium,9540,Intel Itanium 9540,Poulson,170,,,2130,8,,
2011,Intel,Atom,D2700,Intel Atom D2700,Cedarview,10,,,2130,2,,
,Intel,Core 2 Duo,E6420,Intel Core 2 Duo E6420,Conroe,65,291,143,2130,2,,
2011,Intel,Xeon,E7-2830,Intel Xeon E7-2830,Westmere EX,105,,,2130,8,,
2011,Intel,Xeon,E7-4830,Intel Xeon E7-4830,Westmere EX,105,,,2130,8,,
2011,Intel,Xeon,E7-8830,Intel Xeon E7-8830,Westmere EX,105,,,2130,8,,
2011,Intel,Xeon,E7-8867L,Intel Xeon E7-8867L,Westmere EX,105,,,2130,10,,
2008,Intel,Xeon,E7420,Intel Xeon E7420,Dunnington,90,1900,503,2130,4,,
2008,Intel,Xeon,E7430,Intel Xeon E7430,Dunnington,90,1900,503,2130,4,,
2010,Intel,Core i7 Extreme,i7-940XM,Intel Core i7 Extreme i7-940XM,Clarksfield,55,774,296,2130,4,,
2008,Intel,Xeon,L7445,Intel Xeon L7445,Dunnington,50,1900,503,2130,4,,
2008,Intel,Xeon,L7455,Intel Xeon L7455,Dunnington,65,1900,503,2130,6,,
2014,Intel,Atom,Z3460,Intel Atom Z3460,Merrifield,,,,2130,2,,
2014,Intel,Atom,Z3480,Intel Atom Z3480,Merrifield,,,,2130,2,,
,Intel,Core 2 Duo,E6405,Intel Core 2 Duo E6405,Conroe,65,,,2133,2,,
2008,Intel,Xeon,L5408,Intel Xeon L5408,Harpertown,40,820,214,2133,4,,
,Intel,Core,T2600,Intel Core T2600,Yonah,31,151,90,2160,2,,
2008,Intel,Celeron,450,Intel Celeron 450,Conroe,35,105,77,2200,1,,
,Intel,Xeon,5133,Intel Xeon 5133,Woodcrest,40,291,143,2200,2,,
2009,Intel,Pentium,E2210,Intel Pentium E2210,Wolfdale,65,,,2200,2,,
,Intel,Xeon,E5-2430,Intel Xeon E5-2430,Sandy Bridge-EN,95,,,2200,6,,
2012,Intel,Xeon,E5-2660,Intel Xeon E5-2660,Sandy Bridge EP,95,,,2200,8,,
2012,Intel,Xeon,E5-4607,Intel Xeon E5-4607,Sandy Bridge EP,95,,,2200,6,,
2012,Intel,Xeon,E5-4620,Intel Xeon E5-4620,Sandy Bridge EP,95,,,2200,8,,
,Intel,Celeron D,315,Intel Celeron D 315,Prescott,73,125,112,2260,1,,
,Intel,Celeron D,315J,Intel Celeron D 315J,Prescott,73,125,112,2260,1,,
,Intel,Pentium M,780,Intel Pentium M 780,Dothan,27,144,87,2260,1,,
2011,Intel,Xeon,E7-2860,Intel Xeon E7-2860,Westmere EX,130,,,2260,10,,
2011,Intel,Xeon,E7-4860,Intel Xeon E7-4860,Westmere EX,130,,,2260,10,,
2011,Intel,Xeon,E7-8860,Intel Xeon E7-8860,Westmere EX,130,,,2260,10,,
2008,Intel,Core 2 Duo,P8400,Intel Core 2 Duo P8400,Penryn-3M,25,410,107,2266,2,,
2010,Intel,Xeon,X7560,Intel Xeon X7560,Nehalem EX,130,,,2266,8,,
2012,Intel,Xeon,E5-2630,Intel Xeon E5-2630,Sandy Bridge EP,95,,,2300,6,,
,Intel,Core 2 Duo,E6540,Intel Core 2 Duo E6540,Conroe,65,291,143,2330,2,,
,Intel,Core 2 Duo,E6550,Intel Core 2 Duo E6550,Conroe,65,291,143,2330,2,,
2008,Intel,Xeon,L5410,Intel Xeon L5410,Harpertown,50,820,214,2330,4,,
2008,Intel,Core 2 Quad,Q8200,Intel Core 2 Quad Q8200,Yorkfield,95,456,164,2330,4,,
2008,Intel,Core2,Q8200,Intel Core2 Q8200,Yorkfield,95,456,164,2330,4,,
,Intel,Core 2 Quad,Q8200S,Intel Core 2 Quad Q8200S,Yorkfield,65,456,164,2330,4,,
2009,Intel,Core2,Q8200S,Intel Core2 Q8200S,Yorkfield,65,456,164,2330,4,,
,Intel,Core,T2700,Intel Core T2700,Yonah,31,151,90,2330,2,,
,Intel,Celeron D,320,Intel Celeron D 320,Prescott,73,125,112,2400,1,,
2012,Intel,Itanium,9550,Intel Itanium 9550,Poulson,170,,,2400,4,,
2013,Intel,Atom,C2550,Intel Atom C2550,Avoton,14,,,2400,4,,
2013,Intel,Atom,C2750,Intel Atom C2750,Avoton,20,,,2400,8,,
2009,Intel,Celeron,E1600,Intel Celeron E1600,Conroe,65,105,77,2400,2,,
2008,Intel,Pentium,E2220,Intel Pentium E2220,Conroe,65,105,77,2400,2,,
2009,Intel,Celeron,E3200,Intel Celeron E3200,Wolfdale,65,,82,2400,2,,
2012,Intel,Xeon,E5-2609,Intel Xeon E5-2609,Sandy Bridge EP,80,,,2400,4,,
2012,Intel,Xeon,E5-2665,Intel Xeon E5-2665,Sandy Bridge EP,115,,,2400,8,,
2012,Intel,Xeon,E5-4610,Intel Xeon E5-4610,Sandy Bridge EP,95,,,2400,6,,
2012,Intel,Xeon,E5-4640,Intel Xeon E5-4640,Sandy Bridge EP,95,,,2400,8,,
2011,Intel,Xeon,E7-2870,Intel Xeon E7-2870,Westmere EX,130,,,2400,10,,
2011,Intel,Xeon,E7-4870,Intel Xeon E7-4870,Westmere EX,130,,,2400,10,,
2011,Intel,Xeon,E7-8870,Intel Xeon E7-8870,Westmere EX,130,,,2400,10,,
2008,Intel,Xeon,E7440,Intel Xeon E7440,Dunnington,90,1900,503,2400,4,,
2008,Intel,Xeon,E7450,Intel Xeon E7450,Dunnington,90,1900,503,2400,6,,
2008,Intel,Xeon,L3014,Intel Xeon L3014,Wolfdale,30,228,82,2400,1,,
,Intel,Xeon,7110N,Intel Xeon 7110N,Tulsa,95,1328,435,2500,2,,
2009,Intel,Celeron,E3300,Intel Celeron E3300,Wolfdale,65,,82,2500,2,,
2012,Intel,Xeon,E5-2640,Intel Xeon E5-2640,Sandy Bridge EP,95,,,2500,6,,
2008,Intel,Pentium,E5200,Intel Pentium E5200,Wolfdale,65,228,82,2500,2,,
2008,Intel,Xeon,L5420,Intel Xeon L5420,Harpertown,50,820,214,2500,4,,
2008,Intel,Core 2 Quad,Q8300,Intel Core 2 Quad Q8300,Yorkfield,95,456,164,2500,4,,
2008,Intel,Core2,Q8300,Intel Core2 Q8300,Yorkfield,95,456,164,2500,4,,
2008,Intel,Core 2 Quad,Q9300,Intel Core 2 Quad Q9300,Yorkfield,95,456,164,2500,4,,
2008,Intel,Xeon,X3320,Intel Xeon X3320,Yorkfield,95,456,164,2500,4,,
,Intel,Xeon,X3323,Intel Xeon X3323,Yorkfield,80,456,164,2500,4,,
,Intel,Celeron D,325,Intel Celeron D 325,Prescott,73,125,112,2530,1,,
,Intel,Celeron D,325J,Intel Celeron D 325J,Prescott,84,125,112,2530,1,,
,Intel,Celeron D,326,Intel Celeron D 326,Prescott,84,125,112,2530,1,,
2012,Intel,Itanium,9560,Intel Itanium 9560,Poulson,170,,,2530,8,,
2009,Intel,Xeon,E5540,Intel Xeon E5540,Nehalem-EP,80,,263,2530,4,,
2008,Intel,Core 2 Duo,E7200,Intel Core 2 Duo E7200,Wolfdale,65,228,82,2530,2,,
2008,Intel,Core2,E7200,Intel Core2 E7200,Wolfdale,65,228,82,2530,2,,
2008,Intel,Core 2 Quad Extreme,QX9300,Intel Core 2 Quad Extreme QX9300,Kentsfield,45,820,214,2530,4,,
2010,Intel,Xeon,EC5549,Intel Xeon EC5549,Jasper Forest,85,,,2533,4,,
,Intel,Core 2 Duo,E4700,Intel Core 2 Duo E4700,Conroe,65,167,111,2600,2,,
2008,Intel,Core2,E4700,Intel Core2 E4700,Conroe,65,167,111,2600,2,,
2012,Intel,Xeon,E5-2670,Intel Xeon E5-2670,Sandy Bridge EP,115,,,2600,8,,
2012,Intel,Xeon,E5-4650L,Intel Xeon E5-4650L,Sandy Bridge EP,115,,,2600,8,,
2008,Intel,Pentium,E5300,Intel Pentium E5300,Wolfdale,65,228,82,2600,2,,
,Intel,Celeron D,330,Intel Celeron D 330,Prescott,73,125,112,2660,1,,
,Intel,Celeron D,330J,Intel Celeron D 330J,Prescott,84,125,112,2660,1,,
,Intel,Celeron,331,Intel Celeron 331,Prescott,84,125,112,2660,1,,
,Intel,Celeron D,331,Intel Celeron D 331,Prescott,84,125,112,2660,1,,
,Intel,Xeon,5030,Intel Xeon 5030,Dempsey,95,376,162,2660,2,,
,Intel,Xeon,7020,Intel Xeon 7020,Paxville,165,230,206,2660,2,,
2011,Intel,Xeon,E7-8837,Intel Xeon E7-8837,Westmere EX,130,,,2660,8,,
2008,Intel,Core 2 Duo,E7300,Intel Core 2 Duo E7300,Wolfdale,65,228,82,2660,2,,
2008,Intel,Core2,E7300,Intel Core2 E7300,Wolfdale,65,228,82,2660,2,,
,Intel,Core 2 Duo,E8190,Intel Core 2 Duo E8190,Wolfdale,65,410,107,2660,2,,
2008,Intel,Core 2 Duo,E8200,Intel Core 2 Duo E8200,Wolfdale,65,410,107,2660,2,,
2008,Intel,Xeon,L5430,Intel Xeon L5430,Harpertown,50,820,214,2660,4,,
2009,Intel,Core 2 Quad,Q8400,Intel Core 2 Quad Q8400,Yorkfield,95,456,164,2660,4,,
2009,Intel,Core2,Q8400,Intel Core2 Q8400,Yorkfield,95,456,164,2660,4,,
,Intel,Core 2 Quad,Q8400S,Intel Core 2 Quad Q8400S,Yorkfield,65,456,164,2660,4,,
2009,Intel,Core2,Q8400S,Intel Core2 Q8400S,Yorkfield,65,456,164,2660,4,,
,Intel,Core 2 Quad,Q9400S,Intel Core 2 Quad Q9400S,Yorkfield,65,456,164,2660,4,,
2008,Intel,Core 2 Quad,Q9450,Intel Core 2 Quad Q9450,Yorkfield,95,820,214,2660,4,,
,Intel,Core 2 Extreme,QX6700,Intel Core 2 Extreme QX6700,Kentsfield,130,582,286,2660,4,,
2008,Intel,Xeon,X3330,Intel Xeon X3330,Yorkfield,95,456,164,2660,4,,
2008,Intel,Xeon,X3350,Intel Xeon X3350,Yorkfield,95,820,214,2660,4,,
,Intel,Xeon,X3353,Intel Xeon X3353,Yorkfield,80,820,214,2660,4,,
2008,Intel,Xeon,X7460,Intel Xeon X7460,Dunnington,130,1900,503,2660,6,,
2008,Intel,Core 2 Quad,Q9400,Intel Core 2 Quad Q9400,Yorkfield,95,456,164,2666,4,,
2010,Intel,Xeon,X7542,Intel Xeon X7542,Nehalem EX,130,,,2666,6,,
2010,Intel,Xeon,E5640,Intel Xeon E5640,Westmere-EP,80,,,2670,4,,
2009,Intel,Xeon,X5550,Intel Xeon X5550,Nehalem-EP,95,731,263,2670,4,,
2010,Intel,Celeron,E3500,Intel Celeron E3500,Wolfdale,65,,,2700,2,,
2012,Intel,Xeon,E5-2680,Intel Xeon E5-2680,Sandy Bridge EP,130,,,2700,8,,
2012,Intel,Xeon,E5-4650,Intel Xeon E5-4650,Sandy Bridge EP,130,,,2700,8,,
2009,Intel,Pentium,E5400,Intel Pentium E5400,Wolfdale,65,228,82,2700,2,,
,Intel,Celeron D,335J,Intel Celeron D 335J,Prescott,84,125,112,2800,1,,
,Intel,Celeron,336,Intel Celeron 336,Prescott,84,125,112,2800,1,,
,Intel,Celeron D,336,Intel Celeron D 336,Prescott,84,125,112,2800,1,,
,Intel,Pentium 4-M,518,Intel Pentium 4-M 518,Prescott,88,125,112,2800,1,,
,Intel,Pentium 4,520,Intel Pentium 4 520,Prescott,84,125,112,2800,1,,
,Intel,Pentium 4,521,Intel Pentium 4 521,Prescott,84,125,112,2800,1,,
,Intel,Pentium 4,620,Intel Pentium 4 620,Prescott,84,169,135,2800,1,,
,Intel,Xeon,7030,Intel Xeon 7030,Paxville,165,230,206,2800,2,,
,Intel,Pentium D,820,Intel Pentium D 820,Smithfield,95,230,206,2800,2,,
,Intel,Pentium D,915,Intel Pentium D 915,Presler,95,376,162,2800,2,,
2012,Intel,Xeon,E5-1603,Intel Xeon E5-1603,Sandy Bridge EP,130,,,2800,4,,
2010,Intel,Pentium,E5500,Intel Pentium E5500,Wolfdale,65,228,82,2800,2,,
2009,Intel,Pentium,E6300,Intel Pentium E6300,Wolfdale,65,228,82,2800,2,,
2008,Intel,Core 2 Duo,E7400,Intel Core 2 Duo E7400,Wolfdale-3M,65,420,107,2800,2,,
,Intel,Xeon,5040,Intel Xeon 5040,Dempsey,95,376,162,2830,2,,
,Intel,Core 2 Duo,E8300,Intel Core 2 Duo E8300,Wolfdale,65,410,107,2830,2,,
2009,Intel,Xeon,L3360,Intel Xeon L3360,Yorkfield,65,820,214,2830,4,,
,Intel,Core 2 Quad,Q9500,Intel Core 2 Quad Q9500,Yorkfield,95,456,164,2830,4,,
,Intel,Core 2 Quad,Q9505,Intel Core 2 Quad Q9505,Yorkfield,95,456,164,2830,4,,
,Intel,Core 2 Quad,Q9505S,Intel Core 2 Quad Q9505S,Yorkfield,65,456,164,2830,4,,
2008,Intel,Core 2 Quad,Q9550,Intel Core 2 Quad Q9550,Yorkfield,95,820,214,2830,4,,
,Intel,Core 2 Quad,Q9550S,Intel Core 2 Quad Q9550S,Yorkfield,65,820,214,2830,4,,
2008,Intel,Xeon,X3360,Intel Xeon X3360,Yorkfield,95,820,214,2830,4,,
,Intel,Xeon,X3363,Intel Xeon X3363,Yorkfield,80,820,214,2830,4,,
2012,Intel,Xeon,E5-2667,Intel Xeon E5-2667,Sandy Bridge EP,130,,,2900,6,,
2012,Intel,Xeon,E5-2690,Intel Xeon E5-2690,Sandy Bridge EP,135,,,2900,8,,
2012,Intel,Xeon,E5-4617,Intel Xeon E5-4617,Sandy Bridge EP,130,,,2900,6,,
,Intel,Celeron D,340,Intel Celeron D 340,Prescott,73,125,112,2930,1,,
,Intel,Celeron D,340J,Intel Celeron D 340J,Prescott,84,125,112,2930,1,,
2009,Intel,Pentium,E6500K,Intel Pentium E6500K,Wolfdale,65,228,82,2930,2,,
2009,Intel,Core 2 Duo,E7500,Intel Core 2 Duo E7500,Wolfdale,65,228,82,2930,2,,
2009,Intel,Core2,E7500,Intel Core2 E7500,Wolfdale,65,228,82,2930,2,,
,Intel,Core 2 Extreme,QX6800,Intel Core 2 Extreme QX6800,Kentsfield,130,582,286,2930,4,,
,Intel,Xeon,5050,Intel Xeon 5050,Dempsey,95,376,162,3000,2,,
,Intel,Pentium 4,530,Intel Pentium 4 530,Prescott,84,125,112,3000,1,,
,Intel,Pentium 4,531,Intel Pentium 4 531,Prescott,,,,3000,1,,
,Intel,Pentium 4,630,Intel Pentium 4 630,Prescott,84,169,135,3000,1,,
,Intel,Pentium 4,631,Intel Pentium 4 631,Cedar Mill,86,188,81,3000,1,,
,Intel,Xeon,7040,Intel Xeon 7040,Paxville,165,230,206,3000,2,,
,Intel,Xeon,7041,Intel Xeon 7041,Paxville,165,230,206,3000,2,,
,Intel,Xeon,7120N,Intel Xeon 7120N,Tulsa,95,1328,435,3000,2,,
,Intel,Pentium D,830,Intel Pentium D 830,Smithfield,130,230,206,3000,2,,
,Intel,Xeon,E3-1135C v2,Intel Xeon E3-1135C v2,Gladden,55,,,3000,4,,
2008,Intel,Xeon,E3110,Intel Xeon E3110,Wolfdale,65,410,107,3000,2,,
,Intel,Xeon,E3113,Intel Xeon E3113,Wolfdale,65,410,107,3000,2,,
2012,Intel,Xeon,E5-1607,Intel Xeon E5-1607,Sandy Bridge EP,130,,,3000,4,,
2012,Intel,Xeon,E5-2637,Intel Xeon E5-2637,Sandy Bridge EP,80,,,3000,2,,
2010,Intel,Pentium,E5700,Intel Pentium E5700,Wolfdale,65,228,82,3000,2,,
2008,Intel,Core 2 Duo,E8400,Intel Core 2 Duo E8400,Wolfdale,65,410,107,3000,2,,
2014,Intel,Core i7,i7-5960X,Intel Core i7 i7-5960X,Haswell E,140,,,3000,8,,
2009,Intel,Xeon,L3110,Intel Xeon L3110,Wolfdale,45,410,107,3000,2,,
2008,Intel,Xeon,L5240,Intel Xeon L5240,Wolfdale,40,410,107,3000,2,,
2008,Intel,Core 2 Quad,Q9650,Intel Core 2 Quad Q9650,Yorkfield,95,820,214,3000,4,,
,Intel,Core 2 Extreme,QX6850,Intel Core 2 Extreme QX6850,Kentsfield,130,582,286,3000,4,,
,Intel,Core 2 Extreme,QX9650,Intel Core 2 Extreme QX9650,Yorkfield,130,820,214,3000,4,,
2008,Intel,Xeon,X3370,Intel Xeon X3370,Yorkfield,95,820,214,3000,4,,
,Intel,Celeron D,345,Intel Celeron D 345,Prescott,73,125,112,3060,1,,
,Intel,Celeron D,345J,Intel Celeron D 345J,Prescott,84,125,112,3060,1,,
,Intel,Celeron,346,Intel Celeron 346,Prescott,84,125,112,3060,1,,
,Intel,Celeron D,346,Intel Celeron D 346,Prescott,84,125,112,3060,1,,
,Intel,Celeron D,347,Intel Celeron D 347,Cedar Mill,86,188,81,3060,1,,
,Intel,Celeron D,347,Intel Celeron D 347,Cedarmill,86,188,81,3060,1,,
,Intel,Pentium 4-M,532,Intel Pentium 4-M 532,Prescott,88,125,112,3060,1,,
2010,Intel,Pentium,E6600,Intel Pentium E6600,Wolfdale,65,228,82,3060,2,,
2009,Intel,Core 2 Duo,E7600,Intel Core 2 Duo E7600,Wolfdale,65,228,82,3060,2,,
2009,Intel,Core2,E7600,Intel Core2 E7600,Wolfdale,65,228,82,3060,2,,
2012,Intel,Xeon,E5-2687W,Intel Xeon E5-2687W,Sandy Bridge EP,150,,,3100,8,,
,Intel,Xeon,7130N,Intel Xeon 7130N,Tulsa,150,1328,435,3160,2,,
2008,Intel,Xeon,E3120,Intel Xeon E3120,Wolfdale,65,410,107,3160,2,,
2008,Intel,Core 2 Duo,E8500,Intel Core 2 Duo E8500,Wolfdale,65,410,107,3160,2,,
2009,Intel,Xeon,X3380,Intel Xeon X3380,Yorkfield,95,820,214,3160,4,,
,Intel,Celeron D,350,Intel Celeron D 350,Prescott,73,125,112,3200,1,,
,Intel,Celeron D,350J,Intel Celeron D 350J,Prescott,73,125,112,3200,1,,
,Intel,Celeron D,351,Intel Celeron D 351,Prescott,84,125,112,3200,1,,
,Intel,Xeon,5060,Intel Xeon 5060,Dempsey,130,376,162,3200,2,,
,Intel,Xeon,5063,Intel Xeon 5063,Dempsey,95,376,162,3200,2,,
,Intel,Pentium 4-M,538,Intel Pentium 4-M 538,Prescott,88,125,112,3200,1,,
,Intel,Pentium 4,540,Intel Pentium 4 540,Prescott,84,125,112,3200,1,,
,Intel,Pentium 4,541,Intel Pentium 4 541,Prescott,84,125,112,3200,1,,
,Intel,Pentium 4,640,Intel Pentium 4 640,Prescott,84,169,135,3200,1,,
,Intel,Pentium 4,641,Intel Pentium 4 641,Cedar Mill,86,188,81,3200,1,,
,Intel,Pentium D,840,Intel Pentium D 840,Smithfield,130,230,206,3200,2,,
